"src;dst;time"
"102682;16801;274802"
"38535;6940;274804"
"189395;88;274806"
"15070;1988;274806"
"365795;12965;274806"
"172044;68308;274807"
"126252;88;274808"
"9863;3604;274810"
"83535;88;274810"
"4030;88;274812"
"193643;1553;274813"
"28975;139251;274813"
"10064;519;274814"
"28253;16801;274814"
"252434;1553;274815"
"133787;9682;274816"
"147870;88;274816"
"90238;51886;274817"
"297252;1852;274817"
"362662;1553;274817"
"78345;26530;274818"
"212279;19227;274818"
"151416;88;274820"
"329707;88;274825"
"9867;412011;274826"
"384444;88;274827"
"55480;88;274828"
"17178;1988;274828"
"210920;76165;274830"
"152158;31450;274831"
"282764;44086;274831"
"37607;88;274832"
"212970;88;274833"
"162655;174507;274834"
"6940;34908;274834"
"183904;1553;274839"
"247050;88;274839"
"156686;54064;274839"
"16482;5280;274840"
"176989;11355;274840"
"244339;97179;274840"
"29531;3994;274843"
"88243;38942;274843"
"24668;515;274844"
"419875;88;274847"
"78533;18721;274848"
"226008;1553;274848"
"6682;1553;274849"
"88158;143185;274850"
"282830;3472;274850"
"174539;88;274851"
"38819;50250;274852"
"165232;88;274853"
"102394;16358;274853"
"47494;9133;274853"
"35729;39885;274854"
"14611;14615;274854"
"351698;1852;274856"
"35973;1553;274857"
"599;519;274857"
"247392;88;274859"
"84831;258530;274860"
"13034;9682;274861"
"41784;139251;274861"
"231688;88;274861"
"375775;88;274861"
"2409;44216;274862"
"244339;97179;274862"
"83535;3994;274863"
"123903;16358;274864"
"9218;1553;274865"
"21158;3994;274867"
"75061;27484;274869"
"70790;88;274870"
"307829;88;274871"
"317564;205;274874"
"102682;16801;274875"
"187613;2671;274877"
"111109;68308;274879"
"137456;88;274881"
"11310;88;274881"
"244339;97179;274881"
"206593;1553;274882"
"81405;3972;274885"
"277562;1553;274885"
"227453;51285;274885"
"74258;88;274885"
"12183;5011;274887"
"244339;97179;274887"
"83535;88;274888"
"73895;16358;274889"
"101436;1553;274889"
"184922;128203;274889"
"176850;51285;274891"
"367395;88;274894"
"11498;857;274894"
"158458;1553;274895"
"289420;5280;274895"
"453322;60512;274895"
"240790;16801;274896"
"39885;80814;274896"
"406047;130295;274897"
"96012;88;274899"
"80507;857;274899"
"44481;88;274900"
"223792;3994;274902"
"154501;346917;274905"
"279373;3998;274906"
"281648;88;274907"
"129180;3994;274907"
"279373;3998;274909"
"175026;88;274910"
"153984;16482;274910"
"784;1988;274912"
"279373;88;274912"
"114499;88;274912"
"106789;88;274913"
"131571;519;274915"
"175268;88;274916"
"90442;88;274920"
"186164;39885;274920"
"44758;17738;274920"
"52175;2417;274920"
"206362;3998;274920"
"389891;88;274920"
"57458;34908;274921"
"136057;44086;274921"
"283290;34908;274921"
"56086;14572;274922"
"106789;14615;274922"
"25907;390;274923"
"191123;21158;274924"
"153984;88;274925"
"67517;519;274926"
"13606;2287;274927"
"168378;46606;274931"
"9403;1988;274932"
"13606;2287;274932"
"247050;21996;274935"
"200142;88;274935"
"56303;3998;274936"
"239661;2671;274937"
"157249;278945;274938"
"343401;59964;274941"
"200814;5011;274941"
"57481;16358;274943"
"23907;88;274944"
"80101;18721;274945"
"220316;88;274945"
"75750;16358;274945"
"16161;1553;274945"
"109082;32972;274945"
"85108;91430;274946"
"67517;3604;274947"
"286495;18721;274947"
"201817;1988;274951"
"262817;88;274951"
"49652;88;274952"
"293482;88;274953"
"142735;88;274954"
"317695;69237;274954"
"348321;88;274958"
"16161;14731;274958"
"175712;87895;274959"
"352263;88;274960"
"367395;88;274964"
"53788;91430;274964"
"75750;139286;274964"
"273902;88;274965"
"257542;88;274967"
"232850;48278;274970"
"47499;9133;274970"
"179690;62216;274974"
"200142;1988;274974"
"20702;88;274975"
"267790;5280;274975"
"358318;106658;274975"
"84734;88;274975"
"9036;50242;274977"
"35604;39885;274978"
"86850;221361;274978"
"135807;190393;274978"
"15507;281005;274978"
"192002;91115;274978"
"396060;72658;274978"
"46368;88;274980"
"174504;158551;274982"
"15507;6270;274983"
"150740;42999;274984"
"299869;88;274985"
"65832;68308;274987"
"342756;88;274991"
"279723;88;274991"
"25907;3972;274991"
"39626;857;274992"
"195029;88;274993"
"15507;407364;274995"
"452455;88;274997"
"288776;88;274998"
"244998;88;275000"
"397663;14872;275000"
"259079;1988;275001"
"455899;74828;275001"
"276609;383;275001"
"164413;119429;275001"
"89565;31450;275003"
"235473;34908;275004"
"63210;88;275004"
"9185;16482;275004"
"105165;20385;275008"
"354635;88;275010"
"363450;3998;275011"
"164413;209613;275012"
"355931;1553;275015"
"96775;349;275015"
"422792;88;275016"
"174407;128203;275016"
"335184;88;275017"
"358144;19913;275018"
"469;88;275019"
"50242;33833;275020"
"317763;88;275020"
"41450;677;275022"
"355572;69237;275022"
"87211;14602;275023"
"159057;5155;275025"
"15507;16482;275027"
"48534;14872;275028"
"375775;13821;275028"
"288776;121414;275031"
"119812;119805;275031"
"232330;14572;275032"
"48534;14872;275034"
"29531;88;275035"
"51624;52705;275035"
"232136;94979;275036"
"397411;12473;275037"
"295606;1553;275039"
"451114;1852;275040"
"49220;1988;275041"
"221514;14872;275041"
"245889;1553;275042"
"173496;1988;275043"
"263322;1553;275044"
"173496;1988;275044"
"164413;12841;275045"
"6937;35348;275046"
"118525;89284;275047"
"73174;14572;275047"
"21401;88;275047"
"177730;677;275048"
"282763;44086;275049"
"97599;89132;275049"
"210920;88;275049"
"6588;88;275049"
"65887;47794;275050"
"410842;14872;275050"
"232850;5226;275051"
"240716;88;275052"
"185592;88;275052"
"438729;20385;275052"
"363450;36989;275054"
"137200;4994;275055"
"5906;5011;275056"
"397416;4994;275056"
"164413;72718;275057"
"196272;3994;275058"
"115867;88;275060"
"88243;88;275060"
"115005;5226;275061"
"323220;88;275062"
"29531;3972;275064"
"28029;88;275065"
"217029;88;275066"
"407912;3998;275066"
"127857;88;275067"
"98204;88;275067"
"32170;98083;275070"
"148640;88;275070"
"154164;16003;275070"
"450086;50282;275071"
"10091;88;275073"
"184919;39782;275074"
"50470;88;275074"
"420206;12473;275075"
"374647;374648;275075"
"136057;5226;275077"
"240346;85708;275077"
"407912;3998;275077"
"429891;16358;275079"
"51181;5226;275079"
"402451;88;275080"
"393162;339884;275081"
"411642;30799;275082"
"59966;14611;275082"
"220436;88;275082"
"375775;205;275082"
"64226;5226;275083"
"269224;1852;275084"
"247356;97179;275087"
"445527;88;275087"
"328400;1553;275087"
"98204;72108;275088"
"104567;5226;275090"
"430509;22084;275091"
"23390;16003;275091"
"54915;4599;275092"
"245846;3604;275093"
"21189;3994;275093"
"42916;158551;275094"
"150781;79494;275095"
"104592;2485;275096"
"321873;30799;275098"
"435109;88;275099"
"397416;5226;275099"
"68042;11588;275100"
"215318;221361;275100"
"177746;5226;275101"
"185592;88;275102"
"407912;88;275102"
"53542;47794;275103"
"85187;1553;275103"
"67501;67466;275104"
"316295;88;275106"
"43622;88;275109"
"101241;101238;275110"
"185301;26530;275110"
"264077;30799;275111"
"22421;12751;275111"
"100622;1852;275113"
"14281;88;275113"
"177746;4994;275114"
"362271;14572;275114"
"235473;8756;275115"
"317617;88;275117"
"227453;189395;275118"
"333410;5226;275118"
"418109;13519;275119"
"203341;88;275120"
"98093;88;275122"
"199164;88;275122"
"177746;88;275122"
"148719;5226;275122"
"31103;6812;275124"
"43197;28707;275124"
"125109;88;275125"
"57003;1988;275126"
"107773;88;275127"
"407912;5226;275127"
"264449;17738;275128"
"9024;50250;275129"
"227453;73476;275129"
"10833;88;275131"
"108506;1852;275132"
"9024;38819;275133"
"380170;18851;275136"
"68080;68308;275136"
"81405;5226;275137"
"182807;88;275138"
"44086;127583;275139"
"219470;5226;275140"
"265566;88;275140"
"326553;128779;275141"
"276313;88;275143"
"67931;37820;275143"
"116675;47794;275144"
"169547;88;275144"
"141293;88;275145"
"72854;6940;275146"
"35344;8756;275146"
"85187;1553;275146"
"212786;53839;275148"
"143095;14615;275148"
"349222;2786;275149"
"129924;3998;275149"
"110522;3998;275150"
"368474;52474;275150"
"339219;3998;275151"
"131851;3972;275151"
"257469;3998;275152"
"10028;5011;275153"
"403212;2662;275154"
"38909;88;275154"
"68404;88;275156"
"121549;30799;275158"
"424523;88;275158"
"137845;88;275160"
"25248;389;275161"
"317617;88;275162"
"94979;88;275163"
"28608;20385;275163"
"131851;16801;275163"
"86802;27071;275164"
"18874;389;275164"
"200747;394660;275165"
"221043;1988;275166"
"271168;1553;275168"
"89345;39885;275170"
"131851;3994;275171"
"8835;1988;275171"
"69444;47794;275172"
"11588;1988;275173"
"115005;1988;275173"
"122678;14615;275175"
"75407;2671;275175"
"134349;11588;275177"
"405794;389;275177"
"65936;11946;275179"
"98093;88;275181"
"328139;30799;275181"
"104377;14572;275182"
"37497;31212;275182"
"42615;88;275182"
"131851;16801;275182"
"131851;145905;275186"
"117882;14572;275187"
"257469;1852;275189"
"78771;1988;275189"
"199838;1553;275189"
"288910;47794;275190"
"22421;1988;275190"
"293002;88;275191"
"195455;1553;275191"
"15507;251804;275193"
"192624;16358;275193"
"357727;88;275195"
"193280;88;275195"
"257469;88;275196"
"265554;5226;275196"
"135838;20385;275196"
"66161;1988;275197"
"9373;4072;275198"
"358268;23716;275201"
"105695;21017;275203"
"13034;5970;275203"
"318520;88;275204"
"131851;13808;275205"
"239369;1988;275206"
"364875;1852;275206"
"313344;30799;275207"
"207855;20385;275209"
"144054;35367;275210"
"208202;221361;275211"
"428850;5516;275213"
"7930;1988;275213"
"2409;857;275215"
"31564;19913;275216"
"133097;5280;275216"
"12394;27071;275217"
"405794;88;275220"
"48007;107773;275222"
"285484;850;275222"
"166212;47794;275223"
"317108;5226;275224"
"121060;51285;275225"
"242770;2567;275226"
"161466;11921;275226"
"174672;88;275227"
"87780;27576;275227"
"141189;235341;275227"
"72286;88;275228"
"40404;88;275230"
"131851;27817;275230"
"132201;88;275231"
"207855;5280;275231"
"100136;137738;275232"
"65919;88;275232"
"188012;1988;275233"
"335104;29531;275233"
"307829;3998;275233"
"16304;1988;275233"
"16006;72466;275234"
"11984;1988;275234"
"420228;3998;275235"
"77548;89284;275237"
"237419;1988;275237"
"216463;85113;275238"
"8848;47440;275239"
"108578;857;275240"
"22519;2287;275243"
"9960;51285;275243"
"216386;27514;275250"
"110505;22955;275252"
"52320;8756;275252"
"313824;1553;275253"
"357856;88;275253"
"44328;6812;275255"
"47597;92693;275255"
"155636;29021;275256"
"311127;69237;275257"
"232648;30799;275257"
"302797;42182;275258"
"182806;88;275260"
"22519;2287;275261"
"71528;44086;275262"
"107644;3994;275263"
"109641;88;275263"
"8425;73476;275263"
"299146;14731;275265"
"47597;26086;275267"
"314195;88;275267"
"19283;17738;275268"
"419563;30799;275268"
"101783;1988;275268"
"280728;88;275269"
"124620;88;275269"
"132404;1988;275270"
"157771;88;275271"
"96538;138957;275271"
"255796;88;275271"
"273340;8;275273"
"280728;88;275273"
"175534;127583;275273"
"193280;88;275273"
"216056;88;275274"
"355112;22084;275275"
"7892;311;275275"
"302797;42182;275280"
"322863;88;275280"
"358303;88;275280"
"79191;5226;275281"
"71528;44086;275282"
"191924;519;275282"
"181428;383;275284"
"421137;30799;275285"
"301991;88;275288"
"302851;7178;275288"
"58050;14615;275289"
"445861;68308;275290"
"212194;149701;275292"
"71292;19913;275293"
"266400;19913;275297"
"162996;88;275298"
"31169;88;275299"
"243372;88;275300"
"255796;88;275301"
"15351;1988;275302"
"363317;5226;275305"
"192183;19913;275308"
"177232;53696;275308"
"125515;88;275309"
"16144;28253;275310"
"23887;12473;275311"
"48369;1988;275311"
"83838;88;275311"
"217826;88;275314"
"49516;77616;275317"
"126901;3630;275318"
"80101;129495;275323"
"393782;14602;275323"
"46235;23716;275323"
"312516;1988;275323"
"287600;88;275323"
"13798;1988;275323"
"307807;1988;275323"
"19435;5226;275324"
"147501;88;275328"
"133301;88;275328"
"11553;3798;275330"
"211790;4994;275332"
"45911;88;275332"
"141023;88;275333"
"46368;5226;275335"
"77856;88;275336"
"441714;88;275339"
"121800;1988;275340"
"446127;1553;275340"
"355926;1553;275341"
"389356;88;275344"
"24395;92693;275344"
"393008;1852;275347"
"84265;88;275349"
"32775;88;275350"
"76098;16358;275351"
"257501;20385;275352"
"80871;23716;275353"
"198871;198870;275355"
"33833;50242;275356"
"9849;7117;275358"
"334247;1553;275358"
"35950;88;275358"
"89408;16358;275359"
"107996;88;275361"
"43023;1988;275361"
"48369;88;275363"
"93174;93147;275365"
"44726;88;275366"
"121800;1988;275368"
"71585;16358;275369"
"16676;9949;275369"
"161355;16358;275370"
"210042;88;275371"
"270057;1988;275371"
"113722;19913;275371"
"135645;138;275371"
"9036;50242;275372"
"19335;1852;275374"
"29531;20385;275375"
"263624;88;275375"
"116958;88;275376"
"119780;119779;275377"
"108144;22955;275377"
"45724;88;275379"
"197046;1988;275380"
"92781;89345;275381"
"16199;27854;275383"
"142834;88;275385"
"291299;3472;275387"
"29403;1988;275388"
"99403;25934;275389"
"68885;88;275389"
"39153;8756;275389"
"52226;88;275389"
"390160;69237;275391"
"14303;3630;275392"
"127907;127908;275394"
"127444;14589;275394"
"86645;35344;275394"
"151683;88;275395"
"103957;88;275397"
"19170;88;275397"
"87102;23716;275399"
"302528;47794;275401"
"99765;32972;275401"
"146004;30344;275402"
"265280;265281;275402"
"164170;31450;275403"
"172262;1852;275404"
"134805;91115;275404"
"154578;4994;275404"
"4567;1988;275404"
"65007;8756;275406"
"190569;35352;275407"
"28664;88;275409"
"67918;1988;275409"
"40612;88;275410"
"64966;51285;275411"
"146004;17460;275412"
"99765;14615;275412"
"1597;88;275418"
"145391;12169;275418"
"41034;88;275418"
"189238;19913;275419"
"99765;14615;275420"
"228614;23716;275420"
"156446;2567;275421"
"80051;857;275423"
"65156;16358;275426"
"124356;4177;275426"
"23940;4177;275426"
"296994;76165;275426"
"163970;13821;275428"
"446083;20385;275428"
"73810;108035;275430"
"198937;5226;275432"
"13918;108925;275432"
"388791;189644;275432"
"257869;88;275433"
"76738;519;275433"
"211670;16527;275434"
"2287;80942;275434"
"262359;5226;275436"
"66138;202252;275438"
"120283;88;275440"
"125512;89072;275440"
"149327;26158;275443"
"127236;76165;275443"
"120283;88;275444"
"44430;1988;275446"
"99765;101132;275447"
"46190;88;275449"
"3422;5155;275449"
"390160;68308;275449"
"247304;28084;275452"
"148328;8946;275452"
"325463;255048;275452"
"127236;76165;275452"
"349771;1988;275453"
"44012;88;275456"
"17591;88;275456"
"223018;88;275456"
"322484;1988;275458"
"38535;14615;275458"
"207259;1988;275460"
"10755;9704;275460"
"443264;1553;275461"
"212194;88;275463"
"326889;1988;275463"
"346204;23716;275464"
"99765;14572;275464"
"325463;265281;275464"
"102581;14572;275465"
"166173;149701;275466"
"450765;10096;275466"
"448135;30799;275467"
"47865;88;275469"
"372746;47666;275471"
"243238;14572;275471"
"443264;1553;275471"
"135844;88;275471"
"66827;1988;275474"
"76450;17460;275475"
"413938;6270;275476"
"324414;16358;275477"
"299915;299916;275477"
"325463;30344;275477"
"251706;1988;275478"
"71513;14572;275478"
"372746;88;275479"
"384482;88;275479"
"202701;88;275480"
"29021;1988;275481"
"304877;88;275482"
"10755;88;275482"
"56303;12169;275482"
"262479;90793;275483"
"262126;88;275484"
"119360;32972;275485"
"114152;5280;275485"
"39124;19913;275486"
"95974;88;275488"
"54301;463;275488"
"251706;1988;275489"
"75493;88;275489"
"33070;89805;275490"
"29604;1988;275491"
"28951;1988;275493"
"195281;88;275493"
"96714;27071;275493"
"377119;1988;275494"
"410842;14872;275494"
"135645;5011;275496"
"230437;80706;275496"
"176862;108925;275497"
"57674;30813;275497"
"239223;88;275500"
"63541;90793;275500"
"32972;6940;275500"
"85930;24227;275501"
"435197;11946;275501"
"32972;6940;275502"
"2500;3798;275503"
"64394;28707;275505"
"455484;88;275506"
"111914;1988;275507"
"266200;1988;275507"
"122323;1553;275507"
"196786;3994;275508"
"409056;1988;275509"
"75493;88;275510"
"52182;88;275510"
"51367;108925;275511"
"207855;1988;275512"
"413910;519;275513"
"303467;23716;275515"
"40659;23716;275516"
"84228;1988;275519"
"44307;1988;275521"
"413693;236069;275522"
"35738;88;275522"
"146004;17460;275523"
"151242;14731;275523"
"207259;13808;275524"
"311126;69237;275524"
"82812;77352;275525"
"137850;137845;275526"
"106663;6693;275527"
"5859;40749;275527"
"239064;88;275528"
"207259;12842;275529"
"381659;6971;275529"
"132404;3998;275530"
"146234;1553;275531"
"146763;14589;275531"
"179115;4599;275531"
"240806;1988;275531"
"50678;128781;275533"
"235984;16184;275533"
"80871;80868;275533"
"32720;12473;275534"
"38061;80101;275536"
"348930;88;275536"
"27071;88;275536"
"334424;22955;275537"
"54579;16801;275538"
"32162;98083;275538"
"3631;3629;275539"
"437010;106658;275540"
"47159;88;275540"
"417131;5226;275541"
"240806;1988;275541"
"123410;857;275541"
"28951;202252;275543"
"8066;88;275543"
"325463;14945;275543"
"304629;69237;275545"
"315625;12253;275545"
"32243;88;275546"
"362690;1988;275546"
"104744;119800;275548"
"17178;1988;275550"
"75966;34908;275550"
"71277;88;275551"
"2497;1988;275554"
"91432;39885;275554"
"165145;11588;275555"
"111729;88;275555"
"212194;1988;275556"
"413817;47930;275556"
"379410;1912;275557"
"336180;3994;275558"
"42970;88;275558"
"8104;101270;275559"
"130613;47509;275560"
"239064;463;275561"
"151164;1988;275562"
"133976;5226;275563"
"90235;4809;275565"
"235473;16358;275565"
"152661;6408;275567"
"153788;88;275567"
"254614;88;275567"
"317584;88;275568"
"31209;1988;275568"
"12972;13821;275570"
"323145;1988;275571"
"39267;19913;275571"
"135482;135484;275572"
"135483;135484;275572"
"347902;14611;275572"
"116520;32972;275573"
"66070;7287;275574"
"15886;88;275575"
"432614;14572;275576"
"387522;101132;275577"
"135481;135484;275579"
"238197;88;275579"
"10626;88;275581"
"64523;20624;275581"
"217111;88;275582"
"407912;3998;275582"
"28951;32204;275583"
"37851;37532;275583"
"117273;35348;275584"
"166541;1553;275585"
"11953;4177;275586"
"150005;8;275587"
"176842;51285;275587"
"135480;135484;275588"
"235473;6940;275588"
"258580;140744;275588"
"16571;12169;275588"
"190008;1988;275589"
"31335;19913;275590"
"155619;35352;275591"
"43833;91115;275591"
"47494;9155;275591"
"277143;68308;275591"
"81405;1988;275592"
"12038;1988;275592"
"131851;5383;275595"
"293873;33833;275595"
"70207;82150;275597"
"213215;88;275597"
"31288;90793;275598"
"312072;463;275599"
"316275;44086;275601"
"60991;88;275601"
"149329;5155;275602"
"81190;5280;275602"
"110945;1852;275602"
"77937;237922;275603"
"206469;3998;275604"
"133976;3629;275606"
"27576;87780;275607"
"203480;88;275609"
"159221;14572;275612"
"192840;33601;275612"
"11852;3998;275613"
"136345;33601;275613"
"55785;12169;275614"
"164442;16358;275614"
"167135;16358;275615"
"84375;1988;275616"
"51181;1988;275617"
"81190;349;275619"
"70120;115835;275620"
"259921;259922;275622"
"2497;1988;275622"
"35738;1988;275622"
"262126;88;275623"
"179962;322;275623"
"91197;52920;275623"
"11852;3998;275624"
"35226;3998;275624"
"41784;1988;275624"
"116365;19913;275626"
"56919;56920;275626"
"277143;76165;275627"
"51181;14166;275628"
"334147;88;275629"
"349775;68308;275629"
"195611;88;275630"
"11852;88;275631"
"89417;6971;275631"
"267271;161560;275632"
"81873;49038;275632"
"73996;52920;275632"
"419068;12473;275633"
"124719;88;275633"
"26140;88;275633"
"211255;14572;275634"
"442963;88;275634"
"322484;6940;275634"
"321209;60523;275634"
"125872;17655;275634"
"262126;88;275636"
"125046;119805;275636"
"77439;857;275636"
"267326;2287;275637"
"11852;3998;275638"
"178191;2287;275638"
"100151;5226;275640"
"76588;88;275641"
"325463;119800;275643"
"89092;88;275644"
"11852;3998;275646"
"164442;463;275647"
"9187;9186;275647"
"437798;88;275648"
"85795;88;275651"
"194399;2287;275652"
"317584;88;275652"
"36288;16003;275653"
"88716;1988;275655"
"408852;14572;275656"
"27063;88;275657"
"83063;88;275658"
"8705;1988;275659"
"409704;14572;275659"
"268274;10958;275660"
"144778;19170;275660"
"11852;3998;275663"
"78660;18721;275664"
"239849;2287;275664"
"262126;88;275666"
"20710;88;275666"
"27008;3472;275669"
"2178;3998;275669"
"203386;88;275671"
"11852;3998;275673"
"325463;202252;275673"
"188517;2177;275674"
"92003;17460;275676"
"50028;17460;275677"
"130888;39422;275681"
"221160;14731;275681"
"894;88;275682"
"340804;138;275682"
"56397;6940;275683"
"359620;14572;275685"
"7614;88;275687"
"131597;88;275687"
"424916;54222;275687"
"195029;42182;275688"
"336699;33601;275689"
"56397;6940;275690"
"135479;135484;275691"
"145161;88;275693"
"22450;21388;275694"
"396921;2287;275694"
"300376;14572;275694"
"307037;42291;275694"
"46090;12169;275695"
"163455;14872;275695"
"28969;78619;275696"
"135478;135484;275697"
"331268;5011;275698"
"201745;118550;275699"
"172574;891;275701"
"13034;108925;275703"
"113168;98083;275703"
"403886;8208;275704"
"96190;3994;275704"
"89345;88;275704"
"317584;80009;275705"
"79058;16358;275705"
"88716;1988;275706"
"226861;515;275706"
"78740;128382;275707"
"5468;891;275708"
"22784;48940;275709"
"90233;2786;275712"
"31631;3629;275714"
"12161;88;275714"
"86684;88;275715"
"4072;891;275715"
"81405;14469;275716"
"125651;349;275716"
"28951;14166;275717"
"146541;40253;275717"
"1165;88;275717"
"103293;38815;275718"
"395258;14572;275718"
"190080;259922;275719"
"75436;88;275719"
"264529;23761;275720"
"4564;389;275720"
"233580;4177;275720"
"160697;69237;275721"
"353968;31450;275722"
"100866;48683;275723"
"219792;88;275723"
"323145;5226;275724"
"136892;88;275724"
"167078;35352;275724"
"58456;77352;275727"
"80101;45909;275728"
"32170;32168;275729"
"65210;6940;275729"
"103447;78701;275730"
"27576;87780;275732"
"130401;8150;275732"
"414114;88;275732"
"28961;19170;275733"
"35226;88;275733"
"147719;383;275736"
"104170;20385;275737"
"22348;16801;275737"
"215251;39422;275742"
"191113;128382;275744"
"105225;45082;275748"
"201659;3998;275748"
"55015;52920;275751"
"71528;3998;275752"
"126090;891;275753"
"364498;88;275753"
"80101;47759;275754"
"196118;6940;275754"
"336111;116552;275754"
"83098;72466;275754"
"279091;3472;275754"
"51390;108925;275756"
"191113;3629;275757"
"47388;12169;275758"
"220271;88;275758"
"154043;68285;275762"
"213601;88;275763"
"204665;88;275764"
"24343;88;275764"
"86906;103859;275764"
"75966;8756;275770"
"301991;16358;275771"
"266242;2567;275772"
"161560;5280;275772"
"126308;17460;275772"
"337866;402270;275775"
"125825;88;275776"
"77070;68308;275777"
"3606;5226;275777"
"249941;1988;275778"
"4161;4166;275786"
"124701;891;275786"
"14306;3629;275786"
"178478;88;275789"
"120719;3998;275790"
"14306;128382;275792"
"406991;42179;275792"
"139005;3998;275794"
"54579;88;275794"
"181538;1553;275795"
"388737;88;275797"
"139129;14469;275797"
"14306;3629;275798"
"232652;88;275799"
"388737;88;275800"
"190525;16482;275800"
"92688;103451;275801"
"7528;891;275801"
"279344;54222;275801"
"57766;20038;275805"
"298579;28854;275807"
"300344;8613;275808"
"229599;12854;275812"
"22240;23956;275813"
"160660;1988;275813"
"240151;88;275814"
"105262;1988;275814"
"10225;3998;275815"
"73710;84831;275821"
"52895;5226;275821"
"84375;88;275824"
"375668;397633;275824"
"316275;44086;275827"
"201717;88;275827"
"75308;5155;275827"
"20452;77352;275827"
"4564;389;275828"
"287854;30799;275829"
"322085;5226;275830"
"445623;88;275830"
"423163;88;275830"
"44726;88;275831"
"90479;117615;275832"
"49179;39885;275834"
"16533;16358;275835"
"17527;88;275835"
"337866;47015;275836"
"401546;88;275837"
"322085;1988;275839"
"77798;88;275839"
"139466;128382;275841"
"412161;1988;275842"
"418994;59964;275843"
"228758;1988;275844"
"208348;3998;275844"
"14306;3629;275844"
"317465;30799;275845"
"35344;6940;275845"
"93024;14615;275845"
"175399;891;275846"
"116343;88;275846"
"116520;34236;275846"
"221775;76165;275846"
"105994;6940;275847"
"360933;857;275847"
"110374;1852;275848"
"14306;3629;275850"
"247132;6940;275851"
"212194;149701;275854"
"75794;2373;275854"
"230437;8943;275855"
"333418;891;275856"
"30373;77352;275856"
"351122;14572;275856"
"392303;14615;275856"
"10224;39422;275857"
"421595;1988;275857"
"24700;88;275857"
"270651;88;275857"
"119089;190491;275859"
"110374;88;275859"
"102477;6940;275860"
"15351;166726;275860"
"53723;119810;275861"
"43436;77352;275863"
"30615;891;275863"
"75966;16358;275865"
"138770;142160;275871"
"330037;5226;275874"
"210660;37820;275875"
"249492;88;275876"
"79601;1852;275876"
"356521;68308;275876"
"414038;14572;275877"
"44726;13808;275879"
"73495;76165;275879"
"14264;3629;275881"
"131269;6940;275881"
"389333;53019;275882"
"53033;53019;275882"
"434592;383;275883"
"138770;3998;275883"
"347509;1553;275883"
"53031;53019;275883"
"351272;53019;275883"
"158810;88;275884"
"53035;53019;275884"
"187556;53019;275884"
"451375;53019;275885"
"62107;2671;275885"
"30615;1988;275885"
"386489;53019;275885"
"44726;519;275886"
"386963;53019;275886"
"53034;53019;275886"
"14264;3629;275887"
"386487;53019;275887"
"435915;53019;275887"
"53036;53019;275888"
"276825;205;275888"
"448338;53019;275888"
"239318;239320;275888"
"159831;1553;275888"
"103163;88;275889"
"386275;891;275889"
"258173;53019;275889"
"53032;53019;275889"
"293249;1988;275890"
"30615;88798;275891"
"436695;8208;275891"
"75794;2373;275892"
"3491;799;275892"
"2374;28677;275893"
"99022;19913;275894"
"220250;4200;275894"
"107005;8756;275894"
"219499;88;275895"
"225451;136163;275896"
"238137;88;275896"
"214092;88;275897"
"239849;80942;275897"
"95655;1988;275899"
"374730;3998;275900"
"22470;150800;275901"
"68263;334572;275904"
"170562;4809;275906"
"232648;68285;275906"
"378048;16358;275907"
"270924;88;275907"
"149796;10041;275908"
"14219;230092;275908"
"84029;22955;275911"
"214092;553;275925"
"389530;138;275927"
"193633;86909;275930"
"290702;68308;275931"
"276381;8756;275934"
"276381;35376;275936"
"214092;88;275939"
"105393;1002;275939"
"377473;14572;275941"
"415171;14572;275943"
"57974;6940;275945"
"439828;14572;275946"
"97851;1553;275946"
"448041;19913;275949"
"304388;891;275951"
"172740;47794;275952"
"168301;77352;275953"
"201122;4809;275956"
"43719;891;275956"
"442505;14872;275957"
"103447;39885;275958"
"422727;1988;275960"
"96822;7501;275960"
"43719;1988;275962"
"14306;3629;275963"
"202622;14731;275964"
"312072;88;275964"
"32972;6940;275964"
"13236;2373;275967"
"41988;6940;275968"
"212129;88;275968"
"60146;19913;275968"
"81371;4809;275968"
"25248;389;275968"
"172172;40710;275969"
"349391;1988;275970"
"253072;1852;275972"
"5859;46838;275972"
"158368;88;275975"
"168492;234255;275975"
"13077;167943;275976"
"135144;198162;275978"
"438570;103451;275981"
"45248;702;275982"
"409233;88;275982"
"17647;1988;275983"
"312072;88;275985"
"402530;88;275985"
"112339;88;275986"
"44307;1988;275987"
"212544;70120;275988"
"105040;3994;275989"
"63882;19913;275989"
"135337;88;275989"
"280424;14572;275990"
"279642;88;275990"
"327101;124569;275991"
"39230;65012;275993"
"46987;46979;275993"
"53810;53723;275994"
"75966;6940;275995"
"38903;88;275999"
"75794;44183;276002"
"325463;27795;276003"
"9734;88;276004"
"149796;119810;276006"
"49614;88;276006"
"185374;1988;276006"
"84831;258530;276007"
"10214;108925;276007"
"32113;1988;276008"
"64911;3998;276009"
"257094;88;276010"
"13261;88;276010"
"87780;27576;276011"
"181784;14572;276012"
"210083;9905;276014"
"25907;3994;276014"
"8705;1988;276015"
"177669;850;276015"
"41538;857;276016"
"3712;3998;276016"
"66429;23716;276017"
"162876;88;276020"
"2948;88;276021"
"20747;27071;276021"
"3712;88;276021"
"126216;142805;276021"
"152579;230092;276022"
"25661;42182;276024"
"325768;14572;276024"
"65984;1988;276025"
